ec,lex,ls,sp,pfm,vbs,vbe,nme,prs,vt,ps,nu,gn,st,form
2,"NPL[",0,1,1,0,1,1,13,4,0,0,0,2,"!!NPL[/+M"
2,"XZH[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!XZH["
1,"MCC[",0,1,7,1,1,1,0,6,0,1,2,0,"!M!MCC[/:d"
1,"C>L[",0,1,1,0,1,1,0,5,0,0,0,2,"!!C>&WL[/:a"
1,"<BR[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!<BR[W"
2,"BWY/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"B(WY/"
2,"XLL=[",0,1,7,1,1,5,4,6,0,3,2,2,"!M!XLL=[/J:d+K"
1,"MRC<T/",0,2,-1,-1,-1,3,0,-1,-1,1,1,0,"MRC<(T/T"
2,"JRD[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!(JRD["
1,"NBL===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"NBL===/"
1,"JCN=/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"JCN=/JM"
2,"RBH[",0,1,1,2,12,0,0,3,2,1,1,-1,"!!]H]RB(H[J"
1,"BQCH/",0,2,-1,-1,-1,3,6,-1,-1,1,1,2,"BQC(H/T+W"
2,"XLB/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"XLB/:c"
1,"NCP[",0,1,0,0,3,0,0,2,2,1,2,-1,"NCP[T"
2,"MKK[",0,1,0,8,7,0,0,2,3,3,0,-1,"]H]MK(K[W:u"
1,"<GH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"<G(H/WT"
1,"<JV/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"<JV/:a"
1,"YDQ[",0,1,0,0,7,0,0,2,3,3,0,-1,"YDQ[W"
2,"TW<BH/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"T(W<B(H/(WTJ+W"
1,"MSPR/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"MSPR/J"
1,"CWR[",0,1,8,0,1,0,2,1,3,1,1,-1,"!T=!CWR[+NJ"
1,">BD[",0,1,0,1,6,0,0,2,1,1,0,-1,">BD[TJ:d"
2,"MF>==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"MF>==/"
1,"BW>[",0,1,1,2,12,0,0,3,2,1,1,-1,"!!]H]B(W&J>[J"
2,"BD/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"BD/JM"
3,"QPY[",0,1,2,3,14,0,0,1,3,3,2,-1,"!J!](N]QPY[WN"
1,"R>C/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"R>C/+K="
1,"SKK[",0,1,0,0,1,1,0,6,0,1,2,0,"SKK[/"
3,"KWL[",0,1,7,1,1,1,0,6,0,1,2,0,"!M!K(WL&K&L[/:d"
2,"BWS[",0,1,0,0,1,4,0,6,0,3,2,2,"BWS[/JM"
2,"<VR[",0,1,7,2,1,2,0,6,0,1,1,2,"!M!](H]<V&JR[/H"
2,"JDH[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!]H](J&WDH["
1,"RYWN/",0,2,-1,-1,-1,1,6,-1,-1,1,2,2,"RY(WN/+W"
1,"R>C/",0,2,-1,-1,-1,1,8,-1,-1,1,2,2,"R>C/+H"
1,">RBH=/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,">RB(H=/WT"
1,"NYB[",0,1,3,2,1,0,2,1,2,1,2,-1,"!T!](H](NY&JB[+NJ"
1,">X/",-6,2,-1,-1,-1,5,10,-1,-1,3,2,2,">X/J+KM"
2,"<FH[",0,1,0,0,2,0,2,2,3,1,1,-1,"<F(H[(H&T+NJ"
1,"M<FH/",0,2,-1,-1,-1,5,5,-1,-1,3,2,2,"M<F(H/J+K="
1,"RYH[",0,1,0,0,3,0,13,2,2,1,2,-1,"RY(H&J[T+M"
2,"MTNH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,2,"MTN(H/(WT:a"
2,"DT/",0,2,-1,-1,-1,5,0,-1,-1,3,1,1,"DT/J"
2,"<FH[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]<FH["
2,"K>B[",0,1,3,2,7,0,0,1,2,3,2,-1,"!T!](H]K>B[W"
2,"YRR[",0,1,1,0,1,1,0,4,0,0,0,0,"!!YR&WR[/:c"
2,"CWB[",0,1,7,8,1,1,0,62,0,1,2,2,"!M!](H&W]C(WB[/:ua"
2,"<NN[",0,1,0,1,1,5,10,6,0,3,2,2,"<NN[/J:d+KM"
2,"<WR[",0,1,0,3,1,0,0,2,3,1,2,-1,"]N]<WR["
2,"R>H[",0,1,1,0,1,1,0,5,0,0,0,2,"!!R>(H&W[/:a"
1,"XYY[",0,1,0,4,7,0,0,2,3,3,0,-1,"XYY[W:du"
2,"MV<MJM/",0,2,-1,-1,-1,12,6,-1,-1,3,2,2,"MV<M(J(M/(WTJ+W"
1,"NKW/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"NKW/"
2,"FKR[",0,1,0,0,1,1,0,6,0,1,2,0,"FKR[/"
1,"R<H[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!R<H["
1,"YWRH/",0,2,-1,-1,-1,12,6,-1,-1,3,1,2,"YWR(H/(WT(J+W"
2,"FMX[",0,1,0,1,1,0,0,2,3,1,2,-1,"FMX[:d"
2,"<WLM/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"<(WLM/:a"
2,"M<WNJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"M<(W&JN(J(M/JM"
2,"CN/",0,2,-1,-1,-1,14,0,-1,-1,2,1,2,"CN/JM="
2,"HGRJ/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"HGRJ/"
1,"JY>[",0,1,1,2,1,1,3,4,0,0,0,2,"!!]H](J&WY&J>[/+J"
2,"RC</",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"RC</:a"
2,"<FH[",0,1,0,0,6,0,13,2,1,1,0,-1,"<F(H&J[T(J+M"
2,"PJNXS/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"P(JNXS/"
2,"J<D[",0,1,5,3,1,0,0,1,1,3,0,-1,"!N!](N](J&W<D["
2,"NW<[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]NW<["
1,">BD[",0,1,3,1,1,0,0,1,2,1,2,-1,"!T!>BD[:d"
1,"XMWR/",0,2,-1,-1,-1,5,12,-1,-1,3,2,2,"XMWR/J+HM"
1,"NV<[",0,1,3,0,1,0,14,1,2,1,2,-1,"!T!(NV<[+MW"
1,"CW<===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CW<===/"
1,"J<Y[",0,1,0,0,1,5,5,6,0,3,2,2,"J<Y[/J+K="
1,"ZRW</",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"ZR(W</J"
2,"KL>[",0,1,0,0,7,0,0,2,3,3,0,-1,"KL(>[W"
2,"LJN[",0,1,0,0,2,0,0,2,3,1,1,-1,"L(JN[H"
2,"<NQ[",0,1,3,2,1,0,0,1,2,1,2,-1,"!T!](H]<N&JQ["
1,"CB<[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]CB<["
2,"MXH[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!MX(H["
3,"QJN[",0,1,7,1,1,6,0,6,0,3,1,0,"!M!Q(J&WN&N[/WT:d"
1,"ZRW</",0,2,-1,-1,-1,6,13,-1,-1,3,1,2,"ZRW</(WT+M"
2,"NTR[",0,1,7,2,1,1,0,6,0,1,2,0,"!M!](H](NT&JR[/"
1,">V/",-4,2,-1,-1,-1,1,0,-1,-1,1,2,0,">V/"
2,"CDD[",0,1,0,0,7,0,2,2,3,3,0,-1,"CD(D[W+NJ"
1,"M<JL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"M<JL/"
2,"XLY[",0,1,4,1,18,0,0,1,1,1,0,-1,"!>!XLY[H=:d"
1,"XZH[",0,1,0,0,1,0,0,2,3,1,2,-1,"XZH["
1,"<T/",0,2,-1,-1,-1,1,0,-1,-1,1,0,0,"<T/"
1,"BMWT/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"BMWT/"
2,"C>B[",0,1,0,0,1,6,0,6,0,3,1,0,"C>B[/(WT"
2,"TXR>/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TXR>/"
1,"NWS[",0,1,0,0,1,1,0,6,0,1,2,0,"N(WS[/"
1,"FR<[",0,1,0,0,1,1,0,62,0,1,2,2,"FR&W<[/:pa"
1,"PRH==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"PRH==/"
2,"RMWT=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"RMWT=/"
1,"NYR[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!(NYR["
1,"QCRJM/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"QCR(J(M/JM"
1,"MWPT/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"MWPT/JM"
1,"CTJH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"CTJ(H/H"
1,"ZBD/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"ZBD/"
1,"QCH/",0,13,-1,-1,-1,3,0,-1,-1,1,1,1,"QC(H/T:c"
2,"<LH[",0,1,0,8,2,0,0,2,3,1,1,-1,"]H]<L(H[&TH:u"
1,">CDWDJ/",-2,13,-1,-1,-1,4,0,-1,-1,3,2,2,">CDWD(J/JM"
1,"QPY[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!QPY[W"
1,"RKB[",0,1,0,2,7,0,7,2,3,3,0,-1,"]H]RK&JB[(W+HW"
1,"Q<RH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"Q<R(H/(WT:c"
3,"XLL[",0,1,0,1,7,0,7,2,3,3,0,-1,"XLL[W:d+HW"
1,"XLB==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"XLB==/"
1,"ZNH[",0,1,0,0,1,2,0,6,0,1,1,2,"Z&WN(H[/H"
2,"XZQ[",0,1,1,2,1,1,3,4,0,0,0,2,"!!]H]XZ&JQ[/+J"
2,"MZRQ/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"MZRQ/JM"
1,"XSH[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!XS(H[W"
1,"<ZR[",0,1,0,0,1,0,6,2,3,1,2,-1,"<ZR[+W"
1,"TNJN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"TNJN/"
1,">XZ[",0,1,0,0,1,0,0,2,3,1,2,-1,">XZ["
2,"MLK[",0,1,1,0,12,0,0,3,2,1,1,-1,"!!ML&WK[J"
2,"<NJ=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"<&WNJ=/:a"
2,"RDH=[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!RD(H=[W"
1,"PQD[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!PQ&WD["
1,"QLL[",0,1,2,4,1,0,0,1,3,1,2,-1,"!J!QLL[:du"
1,"R<H[",0,1,0,0,1,1,3,6,0,1,2,2,"R<(H[/+J"
2,"CWV=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"C(W&JV=/"
2,"<BR[",0,1,0,0,1,5,0,6,0,3,2,1,"<BR[/J"
1,"YJWN=/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"YJ(WN=/JM"
1,">WYR/",0,2,-1,-1,-1,12,4,-1,-1,3,2,2,">WYR/WTJ+K"
2,"NTN[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]NTN[W"
2,"GWH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"GW(H/H"
2,"TPT=/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"TPT=/"
2,"XR==/",0,2,-1,-1,-1,5,15,-1,-1,3,2,2,"XR==/J+HN"
1,"XJY/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"XJY/:a"
2,"Y>H=/",0,2,-1,-1,-1,3,0,-1,-1,1,1,1,"Y>(H=/T:c"
1,"GT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"GT/WT"
1,"SPR[",0,1,3,0,7,0,0,1,2,3,2,-1,"!T!SPR[W"
2,"NGJNH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"NGJN(H/(WT"
1,"HRH[",0,1,0,0,6,0,0,2,1,1,0,-1,"HR(H&J[TJ"
1,">ZN/",0,2,-1,-1,-1,13,3,-1,-1,2,1,2,">ZN/J=+(J"
1,"CWB[",0,1,4,2,1,0,4,1,1,1,0,-1,"!>!](H]C(W&JB[+K"
1,"NF>[",0,1,2,0,7,0,9,1,3,3,2,-1,"!J!(NF>[(W+NW"
1,"RJB/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"RJB/J"
2,"PL>J=/",-2,13,-1,-1,-1,1,0,-1,-1,1,2,0,"PL>J=/"
1,"R>H[",0,1,2,0,1,0,13,1,3,1,2,-1,"!J!R>(H[+M"
3,"C>G[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!C>G["
1,"QBR[",0,1,0,0,7,0,13,2,3,3,0,-1,"QBR[W+M"
1,"JD<[",0,1,4,0,18,0,0,1,1,1,0,-1,"!>!(JD<[H="
2,"QYP[",0,1,0,2,3,0,0,2,2,1,2,-1,"]H]QYP[T"
1,"MRMH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"MRM(H/H"
3,"TWY>WT/",0,2,-1,-1,-1,6,13,-1,-1,3,1,2,"TWY>(W(T/WT+M"
2,"HSH[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!]H](HS(H["
2,"HBL/",-4,2,-1,-1,-1,1,0,-1,-1,1,2,2,"HBL/:a"
1,"DR>WN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"DR>WN/:a"
2,"BW>[",0,1,0,2,8,0,0,2,2,3,2,-1,"]H]B(W&J>[&WTM"
1,"<BR/",-3,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<BR/"
2,"<DH=[",0,1,7,2,1,1,0,6,0,1,2,2,"!M!](H]<DH=[/:a"
1,"JD<[",0,1,5,0,18,0,0,1,1,3,0,-1,"!N!(JD<[H="
1,"MLK[",0,1,1,0,1,0,0,3,2,1,2,-1,"!!MLK["
1,">MH/",0,2,-1,-1,-1,3,4,-1,-1,1,1,2,">M(H/T+K"
2,"MXWL=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MXWL=/"
2,"XRBWN/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"XRB(WN/J"
1,"QRX===/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"QRX===/"
1,"YWM[",0,1,4,0,1,0,0,1,1,1,0,-1,"!>!YWM["
2,"NDD[",0,1,2,8,1,0,0,1,3,1,2,-1,"!J!](H](NDD[:u"
2,"XLQ=[",0,1,2,2,14,0,0,1,3,3,2,-1,"!J!](H]XL&JQ=[WN"
2,"XMWR/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"XMWR/JM"
2,"LWH=[",0,1,7,2,1,1,0,6,0,1,2,2,"!M!](H]LWH=[/:a"
1,"R<M[",0,1,3,2,1,0,0,1,2,1,2,-1,"!T!](H]R<M["
2,"YLXT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"YLX(T/WT"
1,"CLX[",0,1,0,0,1,0,5,2,3,1,2,-1,"CLX[+K="
2,"LPJD/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"LP(JD/JM"
2,"R<<[",0,1,0,0,2,0,0,2,3,1,1,-1,"R<(<[H"
1,"JRD[",0,1,0,0,10,0,0,2,1,3,0,-1,"JRD[NW"
1,"CJR[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!CJR[W"
2,"MHR[",0,1,2,1,7,0,0,1,3,3,2,-1,"!J!MHR[W:d"
1,"BQC[",0,1,8,1,1,0,0,1,3,1,1,-1,"!T=!BQC[:d"
2,"SKK[",0,1,2,0,7,0,7,1,3,3,2,-1,"!J!SK(K[(W+HW"
1,"PG<[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!PG<[W"
2,"C<R==/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"C<R==/JM"
2,"NR/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"N&JR/+J"
1,"GLL/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"GLL/:c"
1,"MTWQ/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"MTWQ/"
2,"CLJW/",0,13,-1,-1,-1,2,0,-1,-1,1,1,2,"CL(JW/H"
1,"KCP/",0,2,-1,-1,-1,5,5,-1,-1,3,2,2,"KCP/J+K="
2,"BGD/",0,2,-1,-1,-1,5,6,-1,-1,3,2,2,"BGD/(J+W"
1,"MWPT/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"MWPT/"
1,"HLK[",0,1,0,0,1,1,0,6,0,1,2,0,"H&WLK[/"
2,"BN/",0,2,-1,-1,-1,5,0,-1,-1,3,2,1,"BN/(J&W"
2,"N>QH/",0,2,-1,-1,-1,6,0,-1,-1,3,1,1,"N>Q(H/WT:c"
2,">MN[",0,1,0,3,1,1,0,6,0,1,2,1,"]N]>MN[/:c"
2,"C>N[",0,1,0,1,7,0,0,2,3,3,0,-1,"C>N&N[W:d"
1,"CXX[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]CX(X["
2,"KJMH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,"KJM(H/H"
2,"BR==/",0,13,-1,-1,-1,2,0,-1,-1,1,1,2,"BR==/H"
1,"ML>/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"ML>/:a"
2,"NTN[",0,1,0,0,1,6,0,62,0,3,1,0,"NTN[/WT:p"
2,"MWL[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]M(WL[W"
1,"CMM[",0,1,0,0,1,1,0,6,0,1,2,0,"CMM[/"
1,"B>RWT/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"B>RWT/"
1,"ZR<[",0,1,2,3,1,0,0,1,3,1,2,-1,"!J!](N]ZR<["
2,"DJG/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"D(J&WG/JM"
2,"QR>[",0,1,1,0,1,1,0,4,0,0,0,0,"!!QR>[/:c"
3,"PRR=[",0,1,2,1,1,0,2,1,3,1,2,-1,"!J!PR&PR=[:d+NJ"
2,"MRH=/",0,3,-1,-1,-1,9,-1,-1,-1,1,1,0,"MR(H=/T~H"
1,"QYWT/",0,2,-1,-1,-1,6,0,-1,-1,3,1,0,"QY(W(T/WT"
2,"JD<[",0,1,0,0,1,5,0,6,0,3,2,1,"JD<[/(J&W"
3,"KWL[",0,1,0,1,6,0,0,2,1,1,0,-1,"K(WL&K&L[TJ:d"
1,"KCRWN/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"KCRWN/"
2,"CWPR/",0,2,-1,-1,-1,1,0,-1,-1,1,2,2,"C(WPR/:a"
3,">DMDM/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,">DMDM/(WT"
2,"R>WMH/",0,3,-1,-1,-1,1,-1,-1,-1,1,1,0,"R>WMH/"
2,"VHR[",0,1,1,1,1,1,3,4,0,0,0,2,"!!VHR[/:d+J"
1,"G>WH/",0,2,-1,-1,-1,3,5,-1,-1,1,1,2,"G>W(H/T+K="
2,"KXD[",0,1,5,1,1,0,0,1,1,3,0,-1,"!N!KXD[:d"
1,"<WD[",0,1,1,2,1,0,0,3,2,1,2,-1,"!!]H]<(WD["
1,"MCPXT/",0,2,-1,-1,-1,3,13,-1,-1,1,1,2,"MCPX(T/T+M"
2,"SNH/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"SNH/"
1,"<QB==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"<QB==/"
2,"NGD[",0,1,1,8,1,1,0,5,0,0,0,2,"!!]H](NGD[/:ua"
2,"NKR[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H](NK&JR["
1,"CRH/",0,2,-1,-1,-1,12,5,-1,-1,3,1,2,"CR(H/WTJ+K="
2,"XJLK/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"XJLK/"
1,"ML>[",0,1,0,1,3,0,0,2,2,1,2,-1,"ML>[T:d"
2,"PCV[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H]PCV["
2,"G<H[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!G<H["
2,"JBJC==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"JB(JC==/"
1,"CJT[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!C(JT["
1,"J<P/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"J<P/JM"
2,"XRBWN>/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"XRBWN>/"
2,"K>B/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"K>B/+J"
2,"J<R=/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"J<R=/+J"
2,"HRWN/",0,2,-1,-1,-1,1,5,-1,-1,1,2,2,"HR(WN/+K="
2,"<LH[",0,1,7,2,1,2,0,6,0,1,1,2,"!M!](H]<L(H[/H"
2,"TPP[",0,1,7,1,1,6,0,6,0,3,1,0,"!M!TPP[/(WT:d"
1,"CBR[",0,1,2,0,1,0,7,1,3,1,2,-1,"!J!CBR[+HW"
3,">JD/",0,2,-1,-1,-1,1,10,-1,-1,1,2,2,">JD/+KM"
1,"<RJY/",0,13,-1,-1,-1,1,0,-1,-1,1,2,0,"<RJY/"
3,"<QLQL/",0,13,-1,-1,-1,6,13,-1,-1,3,1,2,"<QLQL/WT+M"
3,"JDWTWN=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"JD(WTWN=/"
2,"YJD=/",0,2,-1,-1,-1,1,13,-1,-1,1,2,2,"YJD=/+M"
2,"M>S=[",0,1,2,3,7,0,0,1,3,3,2,-1,"!J!](N]M>S=[W"
2,"YR=====/",0,3,-1,-1,-1,1,-1,-1,-1,1,0,0,"YR=====/"
2,"MTTH/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MTTH/"
1,"NPY[",0,1,0,0,1,1,0,62,0,1,2,2,"NP&WY[/:pa"
1,"CXT[",0,1,7,8,1,1,0,62,0,1,2,2,"!M!](H]CXT[/:ua"
1,"KSH[",0,1,2,6,7,0,0,1,3,3,2,-1,"!J!](HT]KS(H[W"
1,"NWP[",0,1,2,2,1,0,7,1,3,1,2,-1,"!J!](H]N(W&JP[+HW"
1,"MR/",0,13,-1,-1,-1,2,0,-1,-1,1,1,2,"MR/H"
1,"GB/",0,2,-1,-1,-1,1,3,-1,-1,1,2,2,"GB/+J"
1,"DBR[",-1,1,8,1,15,0,0,1,3,3,1,-1,"!T=!DBR[NH:d"
2,"NTR[",0,1,2,2,1,0,7,1,3,1,2,-1,"!J!](H](NT&JR[+HW"
1,"BW>[",0,1,1,0,7,0,0,3,2,3,2,-1,"!!B(W>[W"
2,"QBL[",0,1,1,1,1,0,0,3,2,1,2,-1,"!!QBL[:d"
1,"<M",0,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,"<M+KM"
1,"NW<[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H]N(W<[W"
3,"GBH/",0,13,-1,-1,-1,4,0,-1,-1,3,2,2,"GBH/JM"
1,"HRG[",0,1,0,0,1,4,0,6,0,3,2,2,"HRG[/JM"
1,"NPL[",0,1,2,2,1,0,0,1,3,1,2,-1,"!J!](H](NPL["
1,"XPR[",0,1,3,0,7,0,0,1,2,3,2,-1,"!T!XPR[W"
2,"TN/",0,2,-1,-1,-1,4,0,-1,-1,3,2,2,"TN/JM"
1,"<LH[",0,1,8,0,15,0,0,1,3,3,1,-1,"!T=!<L(H&J[NH"
2,"MTN=/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"MTN=/"
1,"Y>N/",0,2,-1,-1,-1,1,0,-1,-1,1,0,0,"Y>N/"
1,"CTH[",0,1,3,0,1,0,0,1,2,1,2,-1,"!T!CTH["
2,"NBL/",0,13,-1,-1,-1,1,0,-1,-1,1,2,2,"NBL/:a"
2,"KWN[",0,1,1,2,1,1,0,5,0,0,0,2,"!!]H]K(WN[/:a"
1,"KLH[",0,1,0,0,6,0,0,2,1,1,0,-1,"KL(H&J[TJ"
1,"GDL[",0,1,2,0,1,0,0,1,3,1,2,-1,"!J!GDL["
2,"CWB[",0,1,8,0,1,0,0,1,3,1,1,-1,"!T=!C(WB["
1,">RH[",0,1,0,0,6,0,0,2,1,1,0,-1,">R(H&J[TJ"
2,"<BD[",0,1,5,8,1,0,13,1,1,3,0,-1,"!N!](H]<BD[:u+M"
1,">T=",0,7,-1,-1,-1,-1,-1,-1,2,1,1,-1,">T&J="
1,"RBJ<J/",-3,13,-1,-1,-1,3,0,-1,-1,1,1,0,"RBJ<J/T"
2,"PRSH/",0,2,-1,-1,-1,5,15,-1,-1,3,1,2,"PRS(H/J+HN"
2,"R<H=[",0,1,3,6,1,0,0,1,2,1,2,-1,"!T!](HT]R<(H=["
1,"JTD/",0,2,-1,-1,-1,1,0,-1,-1,1,1,1,"JTD/:c"
1,"CBR[",0,1,2,0,7,0,0,1,3,3,2,-1,"!J!CBR[W"
1,">MR[",-1,1,4,0,18,0,0,1,1,1,0,-1,"!>!(>MR[H="
2,"BNH[",0,1,0,0,1,5,0,6,0,3,2,1,"BN(H[/J"
1,">MYH/",0,2,-1,-1,-1,2,0,-1,-1,1,1,2,">MY(H/H"
2,"TZZ[",0,1,0,2,1,0,0,2,3,1,2,-1,"]H]TZ(Z["
2,"LJY[",0,1,0,0,3,0,0,2,2,1,2,-1,"L(JY[T"
1,"MN",0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,"MN&J"
1,"CC=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"CC=/"
1,"QRN/",0,2,-1,-1,-1,14,0,-1,-1,2,1,2,"QRN/JM="
2,">BL===/",0,13,-1,-1,-1,6,0,-1,-1,3,1,2,">BL===/WT:a"
1,"JD<[",0,1,1,0,1,3,0,4,0,0,0,0,"!!(JD<[/T"
3,"GRGRT/",0,2,-1,-1,-1,6,4,-1,-1,3,1,2,"GRGR(T/(WT+K"
2,"YR=/",0,2,-1,-1,-1,5,9,-1,-1,3,2,2,"YR=/J+NW"
1,"YJR==/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"YJR==/"
2,"RP>[",0,1,0,3,2,0,0,2,3,1,1,-1,"]N]RP(>[&TH"
2,"MRR/",0,13,-1,-1,-1,6,0,-1,-1,3,1,0,"MRR/(WT"
1,"JCR=/",0,2,-1,-1,-1,1,0,-1,-1,1,2,0,"JCR=/"
2,"SWD/",0,2,-1,-1,-1,1,13,-1,-1,1,2,2,"S(WD/+M"
2,"PRH[",0,1,7,2,1,1,4,6,0,1,2,2,"!M!](H]PR(H[/+K"
1,"CWBB==/",0,3,-1,-1,-1,1,-1,-1,-1,1,2,0,"CWBB==/"
2,"HLL==[",0,1,2,6,1,0,0,1,3,1,2,-1,"!J!](HT]HLL==["
2,"BJT/",0,2,-1,-1,-1,1,0,-1,-1,1,2,1,"&BBJT/:c"
2,"JRD[",0,1,2,2,7,0,0,1,3,3,2,-1,"!J!](H](JRD[W"
2,"SLH=[",0,1,7,4,1,4,0,62,0,3,2,2,"!M!SL(H&>=[/JM:du"
3,"K<S[",0,1,2,2,7,0,7,1,3,3,2,-1,"!J!](H]K<&JS[W+HW"
2,">MR[",-1,1,4,0,1,0,0,1,1,1,0,-1,"!>!(>MR["
